event_id,event_date,event_title,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_category,fatality_count,country_name,admin_division_name,source_name,source_link,latitude,longitude
2304,08/21/2010 06:00:00 PM,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland","NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",10km,downpour,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=21..210810.aug10,25.5718,94.1211
2312,08/23/2010 07:00:00 AM,"the lateral highway, Dzong viewpoint, Trongsa","the lateral highway, Dzong viewpoint, Trongsa",5km,downpour,medium,landslide,0,Bhutan,Tongsa,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16502,27.5,90.5034
2343,08/27/2010 04:30:00 PM,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",5km,downpour,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,25.4786,94.1327
2344,08/27/2010 04:30:00 PM,"NH-53 at Nungba police station, Kambirong(?), Manipur","NH-53 at Nungba police station, Kambirong(?), Manipur",5km,downpour,medium,landslide,0,India,Assam,e-pao,http://www.e-pao.net/GP.asp?src=27..280810.aug10,24.7505,93.4221
2405,09/09/2010 11:00:00 PM,"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh","Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",unknown,downpour,medium,landslide,10,India,Arunāchal Pradesh,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,28.3036,95.4112
2411,09/10/2010 12:00:00 AM,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",unknown,downpour,medium,landslide,0,India,Arunāchal Pradesh,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,27.0011,93.7273
2415,09/12/2010 12:00:00 AM,power lines 5 km from Kohima,power lines 5 km from Kohima,25km,downpour,medium,landslide,,India,Nāgāland,Telegraph,http://www.telegraphindia.com/1100916/jsp/northeast/story_12941830.jsp,25.63961883,94.11112157
2420,09/13/2010 12:00:00 AM,"Tuikual 'C', Aizawl, Mizoram","Tuikual 'C', Aizawl, Mizoram",1km,downpour,medium,landslide,1,India,Mizoram,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,23.72988966,92.71495623
2421,09/13/2010 09:00:00 AM,"road to Muanna Godown, Zuangtui, Mizoram","road to Muanna Godown, Zuangtui, Mizoram",1km,downpour,medium,landslide,,India,Mizoram,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,23.75406693,92.74128531
2422,09/13/2010 12:00:00 AM,"Hunthar Veng, Mizoram","Hunthar Veng, Mizoram",1km,downpour,medium,landslide,,India,Mizoram,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,23.74182634,92.7141905
2423,09/13/2010 12:00:00 AM,"road to Kanan Veng from Hunthar Veng, Mizoram","road to Kanan Veng from Hunthar Veng, Mizoram",1km,downpour,medium,landslide,,India,Mizoram,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,23.73504471,92.71060943
2424,09/13/2010 12:00:00 AM,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",25km,downpour,medium,landslide,0,India,Mizoram,Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,23.591,92.9296
2436,09/16/2010 03:00:00 AM,"Taithu village, Churanchandpur district, Mizoram, Manipur","Taithu village, Churanchandpur district, Mizoram, Manipur",5km,downpour,medium,landslide,0,India,Mizoram,mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/,24.3069,93.125
2437,09/16/2010 12:00:00 AM,"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur","Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",5km,downpour,medium,landslide,0,India,Mizoram,mizoramexpress.com,http://mizoramexpress.com/index.php/2010/09/landslide-hits-aizawl-1-house-destroyed/,23.7527,92.694
2539,10/03/2010 12:00:00 AM,"Mosing village, Upper Siang district, Arunachal Pradesh","Mosing village, Upper Siang district, Arunachal Pradesh",25km,downpour,medium,landslide,10,India,Arunāchal Pradesh,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",28.3092,95.4149
2554,10/06/2010 10:00:00 PM,"railroad between Bonchaung and Namhkam stations, Mandalay-Myitkyina railroad","railroad between Bonchaung and Namhkam stations, Mandalay-Myitkyina railroad",unknown,downpour,medium,landslide,0,Myanmar [Burma],Kachin,reliefweb,http://www.reliefweb.int/rw/rwb.nsf/db900sid/MUMA-8A35WJ?OpenDocument,23.9723,96.8566
2566,10/08/2010 12:00:00 AM,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39","Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",5km,downpour,medium,mudslide,0,India,Nāgāland,e-pao.net,http://e-pao.net/GP.asp?src=23..111010.oct10,25.4769,94.1351
2567,10/08/2010 12:00:00 AM,"Phek, Manipur","Phek, Manipur",5km,downpour,medium,complex,0,India,Manipur,morungexpress,http://www.morungexpress.com/local/56264.html,25.6633,94.4703
2568,10/08/2010 12:00:00 AM,"Nungba, Tamenglong, Manipur","Nungba, Tamenglong, Manipur",25km,downpour,medium,landslide,0,India,Assam,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1110/oth05,24.7679,93.4108
2569,10/08/2010 12:00:00 AM,"Bungte Chiru village(?), Senapati district, Manipur","Bungte Chiru village(?), Senapati district, Manipur",5km,downpour,medium,landslide,0,India,Nāgāland,e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,25.2745,94.0212
2570,10/08/2010 12:00:00 AM,"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur","Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",5km,downpour,medium,landslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=6..111010.oct10,24.837,93.9128
2573,10/09/2010 12:00:00 AM,"Haflong, Assam","Haflong, Assam",5km,downpour,medium,mudslide,1,India,Assam,dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,25.1796,93.0083
2574,10/09/2010 12:00:00 AM,"between Mahur and Maigrandisa(?) or Lumding, Assam","between Mahur and Maigrandisa(?) or Lumding, Assam",50km,downpour,medium,landslide,0,India,Assam,dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,25.4749,93.1477
2575,10/09/2010 12:00:00 AM,"road between Haflong and Lanka, Assam","road between Haflong and Lanka, Assam",50km,downpour,medium,landslide,0,India,Assam,dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,25.5242,92.9914
2576,10/09/2010 12:00:00 AM,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur","NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",10km,downpour,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,25.4788,94.1399
2577,10/09/2010 12:00:00 AM,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur","NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",50km,downpour,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,25.5265,93.8673
2578,10/09/2010 12:00:00 AM,"NH-39 in Karong area, Manipur","NH-39 in Karong area, Manipur",5km,downpour,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=5..101010.oct10,25.3179,94.0462
2579,10/09/2010 12:00:00 AM,"Lower Pezielietsie(Tinpati), Kohima, Manipur","Lower Pezielietsie(Tinpati), Kohima, Manipur",1km,downpour,medium,landslide,0,India,Nāgāland,indianexpress,http://www.indianexpress.com/news/Landslides-cut-off-N-E/695456,25.682,94.1076
2587,10/10/2010 06:00:00 AM,"Lower Chandmari area, PWD department, Kohima, Manipur","Lower Chandmari area, PWD department, Kohima, Manipur",1km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/56264.html,25.6623,94.1072
2743,11/22/2010 12:00:00 AM,"Tawang Monastery, Arunachal Pradesh","Tawang Monastery, Arunachal Pradesh",1km,unknown,medium,landslide,,India,Arunāchal Pradesh,Daily News and Analysis,http://www.dnaindia.com/india/report_tawang-monastery-faces-danger-due-to-landslides_1472890,27.5798729,91.85672387
3269,03/22/2011 12:00:00 AM,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",10km,downpour,medium,landslide,0,India,Arunāchal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-03-23/guwahati/29178165_1_road-links-rainfall-source,28.0791,96.5242
3525,05/22/2011 12:00:00 AM,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur","Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25km,downpour,medium,landslide,0,India,Assam,e-pao,http://www.e-pao.net/GP.asp?src=15..240511.may11,25.0672,93.4093
3532,05/24/2011 12:00:00 AM,"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam","Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",10km,downpour,medium,complex,0,India,Assam,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-05-27/guwahati/29591193_1_dima-hasao-landslide-traffic-movement,25.0888,92.8551
3556,05/31/2011 02:00:00 PM,"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur","Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",25km,continuous_rain,small,landslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=7..020611.jun11,25.1555,93.8474
3560,05/31/2011 02:30:00 PM,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",50km,downpour,medium,landslide,2,India,Manipur,kanglaonline.com,http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/,24.8286,93.5935
3633,06/20/2011 12:00:00 AM,Mokokchung,Mokokchung,5km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/67219.html,26.3186,94.5121
3637,06/21/2011 12:00:00 AM,"Lasumi village in Phek district, Kohima","Lasumi village in Phek district, Kohima",1km,rain,medium,landslide,,India,Nāgāland,Morung Express,https://web.archive.org/web/20110627132314/http://www.morungexpress.com/regional/67365.html,25.51614662,94.2341227
3662,06/28/2011 12:00:00 AM,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India","Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25km,rain,medium,landslide,,India,Manipur,E-PAO,http://e-pao.net/GP.asp?src=7..290611.jun11,25.03561729,94.0144205
3663,06/28/2011 12:00:00 AM,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",50km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/67492.html,25.6682,94.1099
3672,06/29/2011 12:00:00 AM,"Portions of NH 39, Connectin Manipur with Assam via Nagaland","Portions of NH 39, Connectin Manipur with Assam via Nagaland",unknown,downpour,medium,landslide,0,India,Assam,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-06-30/guwahati/29720982_1_heavy-rains-highway,25.5125,93.3613
3683,07/01/2011 12:00:00 AM,NH-61 between Botsa and Chiechama,NH-61 between Botsa and Chiechama,10km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/69559.html,25.8782,94.1739
3738,07/06/2011 12:00:00 AM,"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",50km,downpour,medium,landslide,6,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=16..070711.jul11,24.8063,93.9482
3741,07/07/2011 12:00:00 AM,Maram (80 km north of Imphal),Maram (80 km north of Imphal),5km,rain,medium,landslide,0,India,Nāgāland,e-pao,http://www.e-pao.net/GP.asp?src=8..080711.jul11,25.4191,94.1079
3760,07/11/2011 09:00:00 AM,"NH-61, 1 km before reaching Botsa","NH-61, 1 km before reaching Botsa",25km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/68036.html,25.6703,94.1095
3776,07/15/2011 06:00:00 PM,Itanagar/Naharlagur/Nirjuli,Itanagar/Naharlagur/Nirjuli,5km,downpour,small,landslide,0,India,Arunāchal Pradesh,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/flash-floods-landslides-in-arunachal-pradesh/757817.html,27.125,93.7145
3789,07/16/2011 12:00:00 AM,Mebua (8 km from Seppa),Mebua (8 km from Seppa),10km,downpour,medium,landslide,0,India,Arunāchal Pradesh,english.samaylive,http://english.samaylive.com/regional-news/others-news/676490549/flash-floods-in-arunachal-pradesh.html,27.2743,92.9064
3804,07/19/2011 12:00:00 AM,"southeastern, DHAKA, Bangladesh","southeastern, DHAKA, Bangladesh",50km,downpour,large,landslide,4,Bangladesh,Dhaka,google,http://www.google.com/hostednews/afp/article/ALeqM5i3_WUJVJikNHFLjBu4U01jZan7zA?docId=CNG.987be94c4c3ccdfdf0d86cb5108c3d3b.3e1,23.7118,90.4077
3806,07/19/2011 12:00:00 AM,"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)","Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",10km,downpour,medium,landslide,3,India,Arunāchal Pradesh,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/three-killed-in-landslides/758753.html,27.1032,93.6884
3816,07/21/2011 11:00:00 PM,"Bagochen near, Trongsa near, Bumthang, Bhutan","Bagochen near, Trongsa near, Bumthang, Bhutan",25km,downpour,medium,landslide,1,Bhutan,Tongsa,kuenselonline,http://www.kuenselonline.com/2010/modules.php?name=News&file=article&sid=20186,27.5003,90.5081
3830,07/22/2011 12:00:00 AM,Manipur,Manipur,10km,downpour,small,landslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=6..270711.jul11,24.3527,94.3429
3831,07/22/2011 12:00:00 AM,Heibok Hills,Heibok Hills,unknown,downpour,medium,landslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=4..230711.jul11,24.7992,93.948
3837,07/24/2011 12:30:00 PM,NH 37,NH 37,50km,downpour,medium,landslide,0,India,Assam,e-pao.net,http://e-pao.net/GP.asp?src=17..250711.jul11,26.5836,93.0038
3840,07/25/2011 12:00:00 AM,Manipur,Manipur,50km,downpour,medium,landslide,0,India,Manipur,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05,24.6869,93.9157
3860,07/29/2011 12:00:00 AM,"Maram, Manipur","Maram, Manipur",10km,rain,medium,landslide,0,India,Nāgāland,kanglaonline.com,http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/,25.4192,94.108
3881,08/05/2011 12:00:00 AM,Itanagar,Itanagar,5km,downpour,medium,landslide,0,India,Arunāchal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-06/guwahati/29861700_1_water-supply-drinking-water-landslides,27.1034,93.6885
3912,08/12/2011 12:00:00 AM,East Kameng district in Arunachal Pradesh bordering China,East Kameng district in Arunachal Pradesh bordering China,50km,rain,medium,landslide,0,India,Arunāchal Pradesh,inewsone,http://www.inewsone.com/2011/08/12/iaf-airdrops-food-to-marooned-in-arunachal/68478,27.44,92.2833
3916,08/13/2011 08:00:00 AM,"Chumukedima, Dimapur","Chumukedima, Dimapur",10km,downpour,medium,mudslide,0,India,Assam,morungexpress,http://www.morungexpress.com/frontpage/69382.html,25.7713,93.8067
3925,08/15/2011 12:00:00 AM,"East Kameng, Arunachal Pradesh","East Kameng, Arunachal Pradesh",50km,downpour,medium,landslide,0,India,Arunāchal Pradesh,indianexpress,http://www.indianexpress.com/news/landslides-cut-off-arunachal-districts-iaf-to-the-rescue/833599/,27.4888,93.0153
3927,08/16/2011 08:00:00 AM,"Garo Hills, Tura","Garo Hills, Tura",unknown,downpour,medium,landslide,6,India,Meghālaya,theshillongtimes.com,http://theshillongtimes.com/2011/08/17/landslides-claim-six/,25.5144,90.2167
3932,08/18/2011 12:00:00 AM, Botsa  and Chiechama, Botsa  and Chiechama,exact,monsoon,medium,landslide,0,India,Nāgāland,thenewsofindia,,25.83,94.13
3965,09/06/2011 08:00:00 AM,NH 37 at Awang Khul ,NH 37 at Awang Khul ,1km,rain,medium,landslide,3,India,Assam,e-pao.net,http://e-pao.net/GP.asp?src=Snipp8..080911.sep11,24.808,93.117
3983,09/23/2011 12:00:00 AM,"Maighuli, Guwahati, Meghalaya","Maighuli, Guwahati, Meghalaya",unknown,downpour,large,landslide,4,India,Assam,nbtvlive,,26.1548,91.7351
4241,03/04/2012 12:00:00 AM,Tamei constituency in Tamenlong district,Tamei constituency in Tamenlong district,25km,unknown,medium,landslide,0,India,Manipur,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations,25.1604,93.6795
4309,04/06/2012 11:00:00 PM,"Thumangdrak, 18 km from Trongsa","Thumangdrak, 18 km from Trongsa",25km,unknown,medium,complex,0,Bhutan,Shemgang,kuenselonline,http://www.kuenselonline.com/2011/?p=29724,27.256,90.5257
4313,04/08/2012 12:00:00 AM,"Endulin Nallah, Mayodia, 17-camp, 83-camp","Endulin Nallah, Mayodia, 17-camp, 83-camp",50km,downpour,medium,landslide,0,India,Arunāchal Pradesh,timesofindia.indiatimes,http://timesofindia.indiatimes.com/Landslides-snap-road-links-in-Dibang-Valley/articleshow/12601499.cms,28.4659,95.86
4347,05/03/2012 12:00:00 AM,"National Rd 318, Lhasa, Tibet","National Rd 318, Lhasa, Tibet",25km,downpour,large,landslide,,China,Tibet Autonomous Region,europe.chinadaily,http://europe.chinadaily.com.cn/china/2012-05/03/content_15200008.htm,29.4903,90.9352
4377,06/02/2012 12:00:00 AM,"Guwahati, Assam","Guwahati, Assam",5km,downpour,large,landslide,,India,Assam,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/barrak-valley-cut-off-due-to-heavy-landslides/1007155.html,26.1475,91.7356
4378,06/02/2012 12:00:00 AM,"Arunachal Pradesh, Dibang,","Arunachal Pradesh, Dibang,",50km,downpour,medium,landslide,,India,Arunachal Pradesh,isikkim.com,http://isikkim.com/2012-06-landslides-disrupt-surface-communication-in-arunachal-pradesh-05-9/,28.8254,96.1517
4382,06/03/2012 12:00:00 AM," between Harangajao and Mailongdisa, Assa,"," between Harangajao and Mailongdisa, Assa,",5km,downpour,medium,landslide,,India,Assam,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,25.1175,92.8573
4383,06/03/2012 12:00:00 AM,"between Maibang and Daotohaja, Assam","between Maibang and Daotohaja, Assam",5km,downpour,medium,landslide,,India,Assam,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,25.3056,93.1265
4384,06/03/2012 12:00:00 AM,"between Haflong and  Bagetar, Assam","between Haflong and  Bagetar, Assam",5km,downpour,medium,landslide,,India,Assam,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,25.1775,93.0123
4392,06/06/2012 12:00:00 AM,"Dibang, Arunachal Pradesh","Dibang, Arunachal Pradesh",10km,downpour,medium,landslide,,China,Tibet Autonomous Region,allafrica.com,http://allafrica.com/stories/201206051178.html,29.2409,95.9761
4403,06/10/2012 12:00:00 AM,"Imphal-Jiribam section of NH-37 , Manipur","Imphal-Jiribam section of NH-37 , Manipur",50km,downpour,very_large,landslide,,India,Manipur,thehindu,http://www.thehindu.com/news/national/article3537166.ece,24.8142,93.5444
4407,06/13/2012 12:00:00 AM,"NH44, Malidhor area,  Baleswar","NH44, Malidhor area,  Baleswar",50km,downpour,medium,landslide,,India,Assam,zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,25.0951,92.3567
4408,06/13/2012 12:00:00 AM,"NH44, Kuliang","NH44, Kuliang",unknown,downpour,medium,landslide,,India,Meghālaya,zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,25.5498,92.0757
4424,06/20/2012 12:00:00 AM,"Lalunggaon, Guwahati,  Assam","Lalunggaon, Guwahati,  Assam",1km,downpour,medium,landslide,,India,Assam,twocircles.net,http://twocircles.net/2012jun22/landslide_kills_three_assam.html,26.149,91.7351
4426,06/22/2012 12:00:00 AM,Lalunggaon near Gorchuk area,Lalunggaon near Gorchuk area,5km,downpour,medium,landslide,3,India,Assam,thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,26.1226,91.7162
4434,06/25/2012 06:00:00 PM,"Sonaighuli area near Kahilipara, Guwahati City, Assam","Sonaighuli area near Kahilipara, Guwahati City, Assam",1km,downpour,large,landslide,1,India,Assam,thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,26.1049,91.7369
4435,06/25/2012 12:00:00 AM,"Tirap , Arunachal Pradesh","Tirap , Arunachal Pradesh",10km,downpour,large,landslide,,India,Arunāchal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,27.174,95.8011
4436,06/25/2012 12:00:00 AM,"Khonsa, Arunachal Pradesh","Khonsa, Arunachal Pradesh",50km,downpour,medium,landslide,,India,Arunāchal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,26.9986,95.4993
4446,07/05/2012 12:00:00 AM,"Tuting, Upper Siang , Arunachal Pradesh","Tuting, Upper Siang , Arunachal Pradesh",5km,downpour,large,landslide,,India,Arunachal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-07/guwahati/32577108_1_arunachal-district-landslides-arunachal-pradesh,28.9986,94.8885
4549,09/14/2012 12:00:00 AM,"Lamperi, Punakha,","Lamperi, Punakha,",5km,downpour,medium,landslide,,Bhutan,Thimphu,congoo,http://www.congoo.com/news/2012September14/Mudslide-crushes-land-cruiser,27.5205,89.7466
4554,09/15/2012 12:00:00 AM,"Thimphu-Phuentsholing Highway, between Taktikoti and Wangkha, Phuentsholing,  Chukha , Bhutan","Thimphu-Phuentsholing Highway, between Taktikoti and Wangkha, Phuentsholing,  Chukha , Bhutan",50km,downpour,large,landslide,,Bhutan,Chhukha,nibiru-planetx,http://www.nibiru-planetx.com/portal/klizista-i-pukotine/bhutan-55-landslides-10-roadblocks-and-counting/,26.8597,89.3903
4570,09/19/2012 12:00:00 AM, Arunachal Pradesh , Arunachal Pradesh ,1km,downpour,medium,landslide,,India,Arunāchal Pradesh,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-09-19/guwahati/33951873_1_landslides-road-communication-water-tank,27.8458,95.2253
4610,11/11/2012 12:00:00 AM,"Dapchhuah, Mamit, Mizoram","Dapchhuah, Mamit, Mizoram",5km,downpour,medium,landslide,4,India,Mizoram,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1312/oth06,23.7705,92.5217
4757,02/18/2013 12:00:00 AM,"East Siang, Arunachal Pradesh","East Siang, Arunachal Pradesh",5km,rain,medium,landslide,3,India,Arunāchal Pradesh,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-02-20/guwahati/37199432_1_fire-mishap-east-siang-massive-landslide,28.1193,95.1645
4798,04/07/2013 12:00:00 AM,"Dibang Valley, Arunachal Pradesh","Dibang Valley, Arunachal Pradesh",unknown,rain,medium,landslide,,India,Arunachal Pradesh,www.ndtv.com,http://www.ndtv.com/article/cities/landslide-triggered-by-heavy-rains-in-arunachal-pradesh-351219,28.8254,96.1509
4845,05/07/2013 12:00:00 AM,"Kolasib, Saiha, Mizoram,","Kolasib, Saiha, Mizoram,",50km,rain,medium,mudslide,,India,Mizoram,www.thehindu.com,http://www.thehindu.com/news/national/other-states/landslides-after-heavy-premonsoon-rain-in-mizoram/article4695784.ece,24.2315,92.6755
4848,05/08/2013 12:00:00 AM,"Purba Simna, Tripura","Purba Simna, Tripura",5km,rain,medium,landslide,1,India,Tripura,www.upi.com,http://www.upi.com/Top_News/World-News/2013/05/09/Cyclonic-storms-kill-seven-in-India/UPI-39151368107292/,24.0896,91.4663
4857,05/11/2013 09:00:00 AM,"Laipuitland , Aizawl, Mizoram","Laipuitland , Aizawl, Mizoram",25km,rain,large,landslide,15,India,Mizoram,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203177_1_young-mizo-association-aizawl-rescue-work,23.7281,92.7175
4858,05/11/2013 09:00:00 AM,"Nursery, North Guwahati, Guwahati, Assam,","Nursery, North Guwahati, Guwahati, Assam,",50km,rain,medium,landslide,,India,Assam,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,26.1662,91.7138
4859,05/11/2013 12:00:00 AM,"Sarania Hills, North Guwahati, Guwahati, Assam,","Sarania Hills, North Guwahati, Guwahati, Assam,",5km,rain,medium,landslide,,India,Assam,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,26.1771,91.7599
4860,05/11/2013 12:00:00 AM,"Boragaon, North Guwahati, Guwahati, Assam,","Boragaon, North Guwahati, Guwahati, Assam,",5km,rain,medium,landslide,,India,Assam,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,26.1016,91.6906
4861,05/12/2013 12:00:00 AM,"Khongsang, Tamenglong, Manipur,","Khongsang, Tamenglong, Manipur,",25km,rain,medium,mudslide,,India,Assam,www.e-pao.net,http://www.e-pao.net/GP.asp?src=23..130513.may13,24.9926,93.4946
4892,06/01/2013 12:00:00 AM,Upper Subansiri,Upper Subansiri,50km,downpour,large,landslide,,India,Arunāchal Pradesh,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-28/guwahati/40848148_1_daporijo-upper-subansiri-landslides,27.8776,94.25
